-93.256551;44.984892;30000
-93.22374;44.95734;30001
-93.2384;44.96622;30002
-93.306269;44.991412;30003
-93.27869;44.97534;30004
-93.25392;44.98889;30005
-93.276435;44.972217;30006
-93.26872;44.97265;30007
-93.2602;44.94851;30008
-93.23746;44.98102;30009
-93.28305;44.97391;30010
-93.272459;44.986087;30011
-93.275861;44.970041;30012
-93.28827;44.94964;30013
-93.23604;44.96293;30014
-93.24748;44.97344;30015
-93.28848;44.96746;30016
-93.28815;44.960744;30017
-93.274981;44.957214;30018
-93.243754;44.971359;30019
-93.29853;44.95131;30020
-93.27099;44.98383;30021
-93.28775;44.95548;30022
-93.26259;44.95355;30023
-93.23649;44.97381;30024
-93.234911;44.977406;30025
-93.231976;44.972305;30026
-93.24519;44.97003;30027
-93.26634;44.98112;30028
-93.266701;44.976602;30029
-93.26285;44.980926;30030
-93.224383;44.974876;30031
-93.23189;44.97913;30032
-93.2583;44.96251;30033
-93.22697;44.97202;30034
-93.284927;44.9715;30035
-93.269217;44.980199;30036
-93.251136;44.969225;30037
-93.2456;44.96312;30038
-93.26078;44.97491;30039
-93.27405;44.97265;30040
-93.267526;44.962846;30041
-93.272185;44.975641;30042
-93.30077;44.94865;30043
-93.29714298;44.9554734;30044
-93.230493;44.962679;30045
-93.25535;44.97654;30046
-93.25576;44.98717;30047
-93.291832;44.962645;30048
-93.279738;44.955077;30049
-93.26599;44.97974;30050
-93.266684;44.97497;30051
-93.278133;44.96995;30052
-93.275626;44.980536;30053
-93.26907;44.954096;30054
-93.27152;44.98017;30055
-93.277316;44.98439;30056
-93.22854;44.9743;30057
-93.23818;44.97685;30058
-93.30441;44.9807;30059
-93.277939;44.96342;30060
-93.294317;44.959629;30061
-93.288464;44.979396;30062
-93.26079;44.970553;30063
-93.27831;44.9519;30064
-93.281058;44.990764;30065
-93.294907;44.992075;30066
-93.290941;44.999341;30067
-93.302251;44.998685;30068
-93.287559;45.005994;30069
-93.305857;45.002448;30070
-93.296761;45.012998;30071
-93.307798;45.013318;30072
-93.22046;44.96657;30073
-93.218919;44.97259;30074
-93.20525;44.96616;30075
-93.19745;44.96626;30076
-93.17706;44.95665;30077
-93.16383;44.96311;30078
-93.16734;44.956624;30079
-93.24054;44.94823;30080
-93.21705;44.948308;30081
-93.1773;44.94885;30083
-93.188723;44.940233;30084
-93.177093;44.940513;30085
-93.17022;44.940218;30086
-93.2669;44.96954;30087
-93.24812;44.983281;30088
-93.31759;44.94885;30089
-93.26023;44.978068;30090
-93.2675139;44.9825943;30091
-93.27651;44.989166;30092
-93.283021;44.967803;30093
-93.29038;44.94478;30094
-93.29122;44.93775;30095
-93.26296;44.999894;30096
-93.278291;44.947797;30097
-93.266854;44.995348;30098
-93.1529;44.94016;30099
-93.146957;44.940127;30100
-93.138832;44.941599;30101
-93.154065;44.948634;30102
-93.12661;44.945736;30103
-93.25276;44.99882;30104
-93.14795;44.95498;30105
-93.126261;44.939779;30106
-93.126088;44.956066;30107
-93.193977;44.981343;30108
-93.212892;44.987934;30109
-93.230469;44.987517;30110
-93.156984;44.953527;30111
-93.247114;45.00994;30112
-93.185029;44.984527;30113
-93.16713;44.944828;30114
-93.181384;44.980558;30115
-93.10673;44.949053;30116
-93.098102;44.950396;30117
-93.091013;44.949426;30118
-93.086584;44.948399;30119
-93.088802;44.946191;30120
-93.089245;44.950766;30121
-93.110544;44.948317;30122
-93.10445;44.95385;30123
-93.103863;44.945173;30124
-93.08465;44.956028;30125
-93.09231;44.94683;30126
-93.096114;44.945267;30127
-93.09663;44.94813;30128
-93.0779;44.93002;30129
-93.087507;44.942438;30130
-93.094532;44.93768;30131
-93.09227;44.943846;30132
-93.084497;44.934503;30133
-93.103595;44.936451;30134
-93.10624;44.94144;30135
-93.097836;44.942846;30136
-93.1151;44.9467;30137
-93.11599;44.9525;30138
-93.097817;44.954697;30139
-93.10955;44.95476;30140
-93.094545;44.951132;30141
-93.277505;44.977128;30142
-93.256736;44.977521;30143
-93.269087;44.988461;30144
-93.277037;45.00095;30145
