-118.49;34.235
-117.92;33.811
-118.29;34.103
-118.2;34.138
-118.3;33.863
-118.35;34.106
-118.42;34.179
-118.09;34.031
-117.94;34.107
-118.16;34.17
-118.3;34.102
-118.28;33.993
-118.26;34.146
-118.41;34.057
-118.5;34.271
-118.53;34.24
-118.15;34.153
-118.27;34.053
-118.2;33.959
-118.16;33.989
-118.37;33.98
-118.33;34.154
-118.24;34.149
-118.37;34.115
-118.39;34.025
-118.34;34.1
-118.4;34.068
-118.39;33.905
-118.3;34.12
-117.92;33.809
-118.29;34.098
-117.91;33.744
-118.4;33.898
-117.84;33.602
-118;33.846
-118.54;34.17
-118.02;33.762
-118.28;34.142
-117.92;33.672
-118.5;34.017
-118.3;34.053
-117.92;33.813
-118.45;34.228
-117.93;33.857
-118.57;34.177
-118.64;34.195
-118.35;33.872
-117.98;33.778
-118.49;34.034
-118.15;33.815
-118.08;34.151
-118.17;34.148
-118.47;34.001
-118.5;34.021
-118.14;33.857
-118.43;34.039
-118.34;34.152
-118.45;34.152
-117.91;33.804
-118.41;34.022
-117.99;33.728
-118.13;33.833
-118.1;34.146
-118.26;34.047
-118.33;34.1
-118.44;34.048
-118.47;34.038
-118.45;34.059
-118.44;34
-118.25;34.042
-117.92;33.799
-118.39;34.139
-118.4;33.944
-118.35;34.09
-118.34;34
-118.23;34.146
-117.96;33.82
-118.39;34.081
-117.97;33.911
-118.31;34.04
-118.34;34.101
-118.4;34.019
-118.35;33.896
-118.64;34.041
-118.2;34.026
-118.38;33.766
-118.45;33.975
-118.29;34.047
-117.92;33.805
-118.39;34.146
-118.27;34.084
-118.4;33.947
-118.5;34.161
-117.84;33.685
-118.41;33.94
-118.37;34.095
-118.4;34.07
-117.86;33.681
-118.37;34.225
-118.25;34.052
-117.96;33.744
-118.5;34.014
-117.82;33.696
-118.26;34.056
-118.24;34.114
-118.42;34.215
-118.46;33.98
-118.07;34.111
-118.34;34.091
-117.96;33.791
-118.57;34.052
-118.22;34.203
-118.48;34.125
-118.5;34.016
-118.4;34.066
-118.31;33.889
-118.13;34.079
-118.34;34.035
-118.56;34.282
-117.85;33.705
-117.92;33.812
-118.19;33.814
-118.02;33.853
-118.49;34.014
-117.85;33.674
-118.24;34.049
-118.38;34.075
-118.37;34.091
-118.43;34.023
-117.92;33.808
-118.35;34.13
-117.95;33.763
-118.36;34.062
-118.32;34.097
-117.96;33.693
-118.38;34.091
-118.12;33.805
-118.42;33.962
-118.19;34.199
-118.26;34.125
-118.4;33.884
-118.49;34.052
-118.41;33.945
-117.91;33.79
-118.22;33.881
-118.2;34.076
-118.41;34.144
-117.87;33.703
-118.37;34.165
-118.38;34.087
-118.47;34.155
-117.84;34.117
-118.26;34.158
-117.88;33.697
-118.32;34.187
-118.25;33.96
-117.97;34.08
-118.09;33.978
-118.6;34.227
-118.31;34.097
-118.41;34.065
-118.26;34.077
-118.48;34.08
-118.49;34.023
-117.97;34.018
-118.6;34.257
-118.38;33.885
-118.38;33.819
-118.48;34.308
-118.35;34.169
-118.4;33.942
-117.88;33.665
-118.55;34.199
-118.28;34.247
-118.41;34.012
-118.01;33.943
-118.09;33.831
-117.91;33.993
-117.92;33.718
-118.47;33.989
-118.34;34.113
-118.38;34.093
-117.9;33.61
-117.86;33.644
-118.38;34.035
-118.42;34.15
-118.26;34.04
-118.24;34.052
-118.43;34.086
-117.85;33.911
-118.01;33.808
-118.31;34.062
-118.17;33.774
-118.06;34.071
-118.43;34.306
-118.4;33.92
-118.38;34.089
-118;33.659
-117.93;33.937
-118.35;34.073
-118.17;33.848
-118.22;33.984
-117.84;33.996
-118.42;34.059
-118.38;34.082
-118.26;34.098
-118.14;33.788
-118.04;33.715
-118.32;33.81
-118.47;33.99
-118.25;34.059
-118.36;34.138
-118.04;34.135
-118.51;34.196
-118.41;34.067
-118.2;34.056
-118.3;34.073
-118.4;34.055
-117.96;33.943
-118.24;34.025
-117.92;33.69
-118.32;34.084
-118.46;34.271
-118.28;34.164
-118.12;33.896
-117.89;33.78
-117.88;34.08
-118.36;34.091
-118.36;34.08
-118.26;34.05
-118.41;34
-118.61;34.188
-118.05;33.866
-118.33;34.102
-118.27;34.044
-118.37;33.871
-118.45;34.064
-118.13;34.171
-117.86;33.783
-118.33;34.098
-118.45;33.991
-118.02;33.83
-118.34;34.084
-118.33;34.102
-117.95;33.717
-118.07;33.719
-118.24;34.057
-118.35;34.063
-118.52;34.243
-117.9;33.679
-118.4;33.957
-118.01;33.897
-118.12;34.098
-117.84;33.734
-118.43;33.939
-118.15;34.078
-117.82;34.042
-118.36;33.842
-118.07;33.846
-118.44;33.995
-118.47;34.019
-118.41;34.27
-118.25;34.072
-118.48;34
-118.44;33.978
-117.96;33.648
-117.93;34.068
-117.9;33.666
-118.21;33.805
-118.31;34.077
-118.5;34.027
-118.33;34.091
-118.29;34.019
-118.29;33.745
-118.39;33.916
-118.11;33.782
-118.32;34.106
-118.39;34.015
-118.43;34.002
-118.35;33.823
-118.39;34.198
-117.98;33.849
-117.88;33.852
-118.1;34.076
-118.39;34.083
-118.35;33.929
-118.19;34.111
-118.31;34.183
-117.87;33.75
-118.33;33.956
-118.47;34.029
-118.44;33.986
-118.29;34.109
-118.33;34.102
-118.32;34.127
-118.51;34.026
-118.33;34.19
-118.45;34.071
-117.91;33.631
-118.23;34.067
-118.47;34.068
-118.44;34.071
-118.19;33.766
-118.47;34.05
-118.07;33.807
-118.34;34.093
-117.99;33.682
-118.32;34.106
-118.45;34.168
-118.27;34.148
-117.82;33.881
-118.02;34.046
-118.13;34.028
-118.03;33.737
-118.24;34.075
-118.32;34.054
-118.13;33.948
-118.57;34.228
-117.99;33.706
-118.14;33.761
-118.27;34.108
-118.37;34.024
-118.65;34.154
-118.49;34.008
-118.44;34.014
-118.4;33.944
-118.37;34.173
-118.13;34.144
-118.38;33.928
-118.45;34.021
-118.41;33.922
-117.91;33.693
-117.92;33.77
-117.83;33.791
-118.26;34.139
-117.92;33.818
-118.37;34.05
-118.6;34.182
-118.33;34.044
-118.09;33.864
-118.45;33.958
-118.44;34.153
-118.37;34.067
-118.4;34
-118.55;34.238
-118.08;33.923
-118.29;34.085
-117.88;33.802
-118.38;33.901
-118.43;34.056
-117.86;33.881
-118.39;33.983
-118.36;34.072
-117.91;34.03
-118.37;34.098
-118.27;34.042
-118.39;34.163
-118.29;34.062
-118.66;34.27
-117.89;33.794
-118.3;34.085
-118.33;34.098
-117.95;33.843
-118.39;33.844
-118.29;33.937
-118.38;34.075
-117.89;33.916
-117.88;33.879
-117.96;33.672
-118.3;34.166
-118.29;34.099
-118.47;34.183
-117.97;33.716
-118.24;34.043
-118.33;34.085
-118.46;34.044
-118.33;34.105
-118.4;34.143
-118.48;34.036
-118.36;34.098
-118.15;33.902
-117.84;33.648
-118.44;34.194
-118.15;34.136
-118.37;34.153
-117.87;33.666
-117.92;33.639
-118.32;34.102
-118.44;34.127
-117.92;33.874
-117.89;33.69
-118.34;34.106
-118.35;34.098
-118.15;33.767
-118.37;34.144
-118.01;33.733
-118.53;34.262
-118.32;34.1
-117.84;33.818
-117.91;33.653
-117.9;34.095
-117.91;33.836
-118.34;34.022
-118.11;33.752
-117.99;33.759
-118.44;34.059
-118.34;34.089
-118.22;34.04
-118.42;33.901
-118.15;34.115
-118.35;34.048
-118.36;34.084
-118.28;34.092
-118.32;34.171
-118.4;33.93
-118.04;33.976
-118.27;33.836
-117.94;33.701
-117.82;34.103
-117.87;33.808
-118.46;33.997
-118.36;34.03
-118.15;34.146
-118.47;34.209
-118.38;34.067
-118.49;34.017
-118.35;34.083
-118.39;34.075
-117.94;33.806
-118.4;33.861
-118.61;34.17
-117.97;33.873
-118.27;34.032
-118.28;34.024
-118.39;33.947
-118.17;34.032
-118.45;34.036
-118.42;34.082
-118.36;33.963
-118.38;34.057
-118.35;34.196
-118.42;33.981
-117.89;34.132
-117.87;33.609
-118;34.128
-118.32;34.033
-118.26;34.051
-118.29;34.071
-117.93;33.816
-118.54;34.044
-118.4;34.164
-118.41;33.885
-118.22;34.128
-118.13;34.063
-117.93;33.614
-118.48;34.017
-117.82;33.745
-118.32;34.084
-117.85;33.845
-118.24;34.222
-118.41;34.032
-118.25;34.046
-117.89;33.821
-118.38;33.951
-118.48;34.027
-118.03;33.807
-118.63;34.156
-118.33;34.088
-118.37;33.945
