-118.34;34.102
-118.04;33.92
-117.92;33.68
-118.32;34.074
-118.38;34.084
-118.59;34.165
-118.33;34.098
-118.28;34.06
-117.94;33.872
-118.25;34.028
-118.31;34.261
-118.38;34.085
-117.98;33.832
-118.14;34.146
-118.42;34.046
-118.07;33.778
-118.39;34.091
-117.89;33.68
