-74.01;40.706
-73.982;40.771
-74.037;40.746
-73.94;40.725
-73.975;40.763
-74.012;40.712
-73.986;40.752
-73.991;40.735
-73.985;40.756
-73.968;40.76
-73.937;40.712
-73.99;40.726
-74.025;40.768
-73.944;40.79
-74.002;40.739
-73.987;40.715
-73.992;40.75
-74.028;40.736
-74.051;40.792
-73.98;40.664
-73.995;40.723
-73.997;40.754
-74.007;40.717
-74.045;40.687
-73.981;40.775
-73.962;40.825
-73.989;40.779
-73.991;40.724
-73.986;40.689
-73.987;40.719
-74.001;40.732
-73.989;40.671
-73.916;40.827
-73.959;40.783
-73.939;40.805
-73.984;40.762
-73.993;40.674
-73.993;40.734
-73.987;40.756
-73.98;40.755
-73.981;40.69
-74.01;40.714
-73.992;40.754
-74.01;40.752
-73.994;40.74
-73.978;40.685
-74.009;40.71
-73.993;40.737
-73.985;40.724
-74.009;40.715
-73.961;40.71
-73.986;40.757
-73.984;40.742
-73.978;40.765
-73.977;40.672
-73.982;40.764
-74.026;40.754
-73.995;40.725
-73.967;40.802
-73.99;40.757
-73.991;40.749
-74.003;40.707
-74.039;40.737
-73.978;40.725
-73.982;40.74
-74.007;40.745
-73.992;40.766
-73.952;40.783
-73.999;40.723
-73.975;40.828
-73.999;40.763
-73.981;40.753
-73.989;40.759
-73.997;40.724
-73.979;40.681
-73.997;40.73
-73.99;40.664
-73.955;40.743
-74.008;40.743
-73.979;40.753
-73.994;40.742
-73.975;40.681
-73.928;40.815
-73.99;40.74
-73.988;40.746
-73.991;40.742
-73.96;40.816
-74.005;40.725
-73.982;40.75
-74;40.693
-73.988;40.692
-73.993;40.72
-73.988;40.77
-74.045;40.728
-73.986;40.74
-73.989;40.723
-73.997;40.748
-74.002;40.719
-73.98;40.733
-73.999;40.73
-73.995;40.717
-74.011;40.732
-73.986;40.762
-73.946;40.746
-73.986;40.723
-73.979;40.757
-74.002;40.728
-73.956;40.813
-73.988;40.749
-73.989;40.734
-73.989;40.731
-73.982;40.759
-73.93;40.827
-73.93;40.704
-74.005;40.728
-73.993;40.75
-73.988;40.754
-73.984;40.665
-74.013;40.778
-73.959;40.689
-74.055;40.737
-74.007;40.705
-73.982;40.757
-74;40.727
-73.976;40.745
-73.999;40.753
-73.913;40.749
-73.988;40.728
-73.975;40.752
-74.003;40.751
-73.996;40.726
-73.998;40.725
-73.914;40.783
-73.987;40.761
-73.963;40.673
-73.949;40.667
-74.003;40.745
-73.996;40.744
-73.965;40.758
-74.046;40.716
-73.994;40.757
-74.002;40.705
-73.986;40.754
-73.988;40.724
-73.926;40.761
-73.991;40.756
-73.993;40.699
-73.977;40.762
-73.976;40.786
-73.918;40.772
-74.055;40.712
-73.984;40.738
-73.995;40.74
-73.985;40.719
-73.961;40.798
-73.998;40.721
-73.991;40.736
-74;40.725
-74.001;40.735
-73.961;40.721
-73.971;40.798
-73.992;40.719
